country_name,city_name,aqi_value,aqi_category,dominant_pollutant,predicted_aqi,error,risk_level
Italy,Calenzano,67,Moderate,OZONE,67.0,0.0,Moderate
Guinea,Boke,151,Unhealthy,PM2.5,151.0,0.0,Unhealthy
United States of America,Topsham,46,Good,PM2.5,46.0,0.0,Good
Austria,Traiskirchen,58,Moderate,PM2.5,58.0,0.0,Moderate
Brazil,Coari,46,Good,PM2.5,46.0,0.0,Good
United States of America,Des Moines,59,Moderate,PM2.5,59.0,0.0,Moderate
China,Xiuyan,51,Moderate,PM2.5,51.0,0.0,Moderate
United States of America,Willowick,40,Good,PM2.5,40.0,0.0,Good
Ecuador,Macas,7,Good,OZONE,8.9,1.9,Good
India,Mount Abu,167,Unhealthy,PM2.5,167.0,0.0,Unhealthy
Germany,Bad Orb,58,Moderate,PM2.5,58.0,0.0,Moderate
China,Yizheng,199,Unhealthy,PM2.5,199.1,0.1,Unhealthy
United States of America,Philadelphia,61,Moderate,PM2.5,61.0,0.0,Moderate
United States of America,Van Wert,64,Moderate,PM2.5,64.0,0.0,Moderate
Ukraine,Solonytsivka,40,Good,OZONE,40.0,0.0,Good
Brazil,Almenara,28,Good,PM2.5,27.8,0.2,Good
France,Eragny,48,Good,PM2.5,48.0,0.0,Good
Brazil,Capim Grosso,25,Good,PM2.5,25.0,0.0,Good
Brazil,Catu,22,Good,OZONE,22.0,0.0,Good
Brazil,Rio Casca,45,Good,PM2.5,45.0,0.0,Good
United States of America,Huntsville,75,Moderate,PM2.5,75.0,0.0,Moderate
Germany,Stadtlohn,42,Good,PM2.5,42.0,0.0,Good
Russian Federation,Mozhga,54,Moderate,PM2.5,54.0,0.0,Moderate
Portugal,Vialonga,33,Good,OZONE,33.0,0.0,Good
United States of America,Mamaroneck,72,Moderate,PM2.5,72.0,0.0,Moderate
Brazil,Bandeirantes,24,Good,PM2.5,24.0,0.0,Good
India,Kamalapuram,95,Moderate,PM2.5,95.1,0.1,Moderate
Italy,Luzzi,49,Good,OZONE,49.0,0.0,Good
Bolivia (Plurinational State of),Oruro,12,Good,PM2.5,12.0,0.0,Good
China,Xingtai,188,Unhealthy,OZONE,186.4,1.6,Unhealthy
France,Fourmies,34,Good,PM2.5,34.0,0.0,Good
India,Manglaur,178,Unhealthy,PM2.5,178.1,0.1,Unhealthy
United States of America,Tuskegee,59,Moderate,PM2.5,59.0,0.0,Moderate
Burkina Faso,Ouargaye,49,Good,PM2.5,49.0,0.0,Good
United States of America,Hawthorne,116,Unhealthy for Sensitive Groups,PM2.5,116.4,0.4,Unhealthy (Sensitive)
United States of America,Bogalusa,48,Good,PM2.5,48.0,0.0,Good
United States of America,Farragut,40,Good,OZONE,40.0,0.0,Good
United States of America,Hinsdale,58,Moderate,PM2.5,58.0,0.0,Moderate
United States of America,Canton,50,Good,PM2.5,50.0,0.0,Good
Brazil,Pradopolis,62,Moderate,PM2.5,62.0,0.0,Moderate
India,Barhi,183,Unhealthy,PM2.5,183.1,0.1,Unhealthy
India,Sandur,57,Moderate,PM2.5,57.0,0.0,Moderate
Russian Federation,Krasnouralsk,25,Good,OZONE,25.0,0.0,Good
Serbia,Lacarak,62,Moderate,PM2.5,62.0,0.0,Moderate
Indonesia,Pacet,98,Moderate,PM2.5,98.0,0.0,Moderate
Germany,Hennef,61,Moderate,PM2.5,61.0,0.0,Moderate
China,Xinglongshan,97,Moderate,PM2.5,97.0,0.0,Moderate
United States of America,Enumclaw,29,Good,OZONE,29.0,0.0,Good
Thailand,Kui Buri,34,Good,PM2.5,34.0,0.0,Good
China,Zhengjiatun,120,Unhealthy for Sensitive Groups,OZONE,119.8,0.2,Unhealthy (Sensitive)
Pakistan,Gujar Khan,151,Unhealthy,PM2.5,151.0,0.0,Unhealthy
Italy,Sommacampagna,66,Moderate,PM2.5,66.0,0.0,Moderate
Brazil,Itapui,32,Good,PM2.5,32.0,0.0,Good
France,Tulle,30,Good,PM2.5,30.0,0.0,Good
Russian Federation,Zelenogradsk,36,Good,OZONE,36.0,0.0,Good
Belgium,Wommelgem,40,Good,PM2.5,40.0,0.0,Good
Thailand,Sungai Padi,73,Moderate,PM2.5,73.0,0.0,Moderate
Serbia,Kraljevo,66,Moderate,PM2.5,66.0,0.0,Moderate
Hungary,Erd,62,Moderate,PM2.5,62.0,0.0,Moderate
Philippines,Mabalacat,153,Unhealthy,PM2.5,153.0,0.0,Unhealthy
Brazil,Amaraji,30,Good,PM2.5,30.0,0.0,Good
United States of America,Wichita Falls,64,Moderate,PM2.5,64.0,0.0,Moderate
Iran (Islamic Republic of),Rafsanjan,163,Unhealthy,PM2.5,163.0,0.0,Unhealthy
Russian Federation,Volgograd,38,Good,OZONE,38.0,0.0,Good
Ethiopia,Awassa,59,Moderate,PM2.5,59.0,0.0,Moderate
Indonesia,Karawang,124,Unhealthy for Sensitive Groups,OZONE,124.0,0.0,Unhealthy (Sensitive)
India,Chitapur,156,Unhealthy,PM2.5,156.0,0.0,Unhealthy
United States of America,Northport,63,Moderate,PM2.5,63.0,0.0,Moderate
Italy,Pompei,61,Moderate,OZONE,61.0,0.0,Moderate
Italy,Cortona,36,Good,OZONE,36.0,0.0,Good
India,Hangal,70,Moderate,PM2.5,70.0,0.0,Moderate
United States of America,Reedley,56,Moderate,PM2.5,56.0,0.0,Moderate
Sweden,Karlskoga,28,Good,OZONE,28.0,0.0,Good
United Kingdom of Great Britain and Northern Ireland,Borehamwood,34,Good,OZONE,34.0,0.0,Good
United States of America,Red Wing,55,Moderate,PM2.5,55.0,0.0,Moderate
United Kingdom of Great Britain and Northern Ireland,Ballymena,26,Good,OZONE,26.0,0.0,Good
United States of America,Trenton,53,Moderate,PM2.5,53.0,0.0,Moderate
Germany,Riesa,69,Moderate,PM2.5,69.0,0.0,Moderate
Kenya,Magadi,30,Good,PM2.5,30.0,0.0,Good
China,Jinan,210,Very Unhealthy,OZONE,207.3,2.7,Very Unhealthy
Russian Federation,Ruza,30,Good,OZONE,30.0,0.0,Good
Turkey,Giresun,37,Good,OZONE,37.0,0.0,Good
Viet Nam,Kon Tum,59,Moderate,PM2.5,59.0,0.0,Moderate
Turkey,Gebze,57,Moderate,PM2.5,57.0,0.0,Moderate
France,Neuilly Plaisance,60,Moderate,PM2.5,60.0,0.0,Moderate
Brazil,Medianeira,32,Good,PM2.5,32.0,0.0,Good
Japan,Yoichi,39,Good,OZONE,39.0,0.0,Good
Russian Federation,Novospasskoye,48,Good,PM2.5,48.0,0.0,Good
United States of America,Tenafly,77,Moderate,PM2.5,77.0,0.0,Moderate
Russian Federation,Borovsk,38,Good,OZONE,38.0,0.0,Good
Nigeria,Iwo,70,Moderate,PM2.5,70.0,0.0,Moderate
Netherlands,Woerden,40,Good,OZONE,40.0,0.0,Good
Germany,Rutesheim,50,Good,PM2.5,50.0,0.0,Good
Indonesia,Sijunjung,42,Good,PM2.5,42.0,0.0,Good
Japan,Nihommatsu,65,Moderate,PM2.5,65.0,0.0,Moderate
South Africa,Hoopstad,108,Unhealthy for Sensitive Groups,PM2.5,108.0,0.0,Unhealthy (Sensitive)
China,Hsichih,50,Good,PM2.5,50.0,0.0,Good
Germany,Henstedt Ulzburg,33,Good,OZONE,33.0,0.0,Good
Côte d'Ivoire,Zuenoula,48,Good,PM2.5,48.0,0.0,Good
United States of America,Green Valley,44,Good,PM2.5,43.9,0.1,Good
United States of America,Oakley,50,Good,PM2.5,50.0,0.0,Good
Nicaragua,Ciudad Dario,35,Good,PM2.5,35.0,0.0,Good
United States of America,Buffalo,39,Good,PM2.5,39.0,0.0,Good
India,Abhayapuri,53,Moderate,PM2.5,53.0,0.0,Moderate
India,Miranpur,464,Hazardous,PM2.5,495.0,31.0,Hazardous
Hungary,Baja,59,Moderate,OZONE,59.0,0.0,Moderate
Thailand,Yang Talat,46,Good,PM2.5,46.0,0.0,Good
Brazil,Porangatu,29,Good,PM2.5,29.0,0.0,Good
India,Gandevi,152,Unhealthy,PM2.5,152.0,0.0,Unhealthy
Russian Federation,Kirovgrad,33,Good,PM2.5,33.0,0.0,Good
United States of America,Mandan,47,Good,PM2.5,47.0,0.0,Good
Sri Lanka,Polonnaruwa,69,Moderate,PM2.5,69.0,0.0,Moderate
China,Taipei,167,Unhealthy,OZONE,167.0,0.0,Unhealthy
Austria,Salzburg,70,Moderate,PM2.5,70.0,0.0,Moderate
Pakistan,Gharo,150,Unhealthy,PM2.5,150.0,0.0,Unhealthy (Sensitive)
India,Jhanjharpur,102,Unhealthy for Sensitive Groups,OZONE,101.9,0.1,Unhealthy (Sensitive)
Guatemala,Chinautla,73,Moderate,PM2.5,73.0,0.0,Moderate
Netherlands,Ommen,32,Good,OZONE,32.0,0.0,Good
Mexico,San Martin De Las Piramides,255,Very Unhealthy,PM2.5,255.0,0.0,Very Unhealthy
Mexico,Comonfort,45,Good,PM2.5,45.0,0.0,Good
Germany,Celle,37,Good,OZONE,37.0,0.0,Good
Niger,Ayorou,87,Moderate,PM2.5,87.0,0.0,Moderate
Brazil,Pedro Leopoldo,150,Unhealthy,PM2.5,150.0,0.0,Unhealthy (Sensitive)
Hungary,Paks,51,Moderate,PM2.5,51.0,0.0,Moderate
United States of America,South Hadley,48,Good,PM2.5,48.0,0.0,Good
United States of America,Methuen,70,Moderate,PM2.5,70.0,0.0,Moderate
Russian Federation,Terek,41,Good,OZONE,41.0,0.0,Good
Spain,Vilanova Del Cami,30,Good,OZONE,30.0,0.0,Good
Philippines,Lumban,57,Moderate,PM2.5,57.0,0.0,Moderate
Japan,Imaichi,33,Good,OZONE,33.0,0.0,Good
France,Trappes,46,Good,PM2.5,46.0,0.0,Good
India,Rapar,170,Unhealthy,PM2.5,170.0,0.0,Unhealthy
India,Nawada,155,Unhealthy,PM2.5,155.2,0.2,Unhealthy
Guatemala,Momostenango,81,Moderate,PM2.5,81.0,0.0,Moderate
Mexico,Tala,62,Moderate,PM2.5,62.0,0.0,Moderate
Cuba,Santiago De Cuba,70,Moderate,PM2.5,70.0,0.0,Moderate
Italy,Valdobbiadene,28,Good,OZONE,28.0,0.0,Good
United States of America,Allen,53,Moderate,PM2.5,53.0,0.0,Moderate
Viet Nam,Phan Thiet,75,Moderate,PM2.5,75.0,0.0,Moderate
United States of America,West Islip,64,Moderate,PM2.5,64.0,0.0,Moderate
India,Uttarkashi,65,Moderate,PM2.5,65.0,0.0,Moderate
Egypt,Cairo,81,Moderate,PM2.5,81.0,0.0,Moderate
Côte d'Ivoire,Yamoussoukro,56,Moderate,PM2.5,56.0,0.0,Moderate
Italy,Maranello,61,Moderate,PM2.5,61.0,0.0,Moderate
Brazil,Porto Velho,50,Good,PM2.5,50.0,0.0,Good
Brazil,Montes Claros,52,Moderate,PM2.5,52.0,0.0,Moderate
Malaysia,Serendah,162,Unhealthy,PM2.5,162.0,0.0,Unhealthy
Italy,Marano Di Napoli,52,Moderate,OZONE,52.0,0.0,Moderate
Russian Federation,Kurovskoye,31,Good,OZONE,31.0,0.0,Good
Spain,Marbella,35,Good,PM2.5,35.0,0.0,Good
Thailand,Phrai Bung,53,Moderate,PM2.5,53.0,0.0,Moderate
Brazil,Garanhuns,20,Good,PM2.5,20.1,0.1,Good
Brazil,Nova Prata,24,Good,PM2.5,24.0,0.0,Good
Colombia,Ipiales,18,Good,PM2.5,18.0,0.0,Good
India,Khed,95,Moderate,PM2.5,95.1,0.1,Moderate
Japan,Kamogawa,44,Good,OZONE,44.0,0.0,Good
Iran (Islamic Republic of),Mehriz,154,Unhealthy,PM2.5,154.0,0.0,Unhealthy
Russian Federation,Kotovsk,41,Good,PM2.5,41.0,0.0,Good
Indonesia,Panji,52,Moderate,PM2.5,52.0,0.0,Moderate
United States of America,Pepperell,30,Good,OZONE,30.0,0.0,Good
India,Dighwara,169,Unhealthy,PM2.5,169.0,0.0,Unhealthy
Central African Republic,Mongoumba,83,Moderate,PM2.5,83.0,0.0,Moderate
Ukraine,Valky,44,Good,OZONE,44.0,0.0,Good
Armenia,Gyumri,75,Moderate,PM2.5,75.0,0.0,Moderate
Dominican Republic,La Mata,118,Unhealthy for Sensitive Groups,PM2.5,118.0,0.0,Unhealthy (Sensitive)
Libya,Zuwarah,57,Moderate,PM2.5,57.0,0.0,Moderate
India,Jatara,199,Unhealthy,PM2.5,199.0,0.0,Unhealthy
Ecuador,Pedro Carbo,58,Moderate,PM2.5,58.0,0.0,Moderate
Germany,Weiterstadt,68,Moderate,PM2.5,68.0,0.0,Moderate
Poland,Chorzow,111,Unhealthy for Sensitive Groups,PM2.5,111.0,0.0,Unhealthy (Sensitive)
United States of America,Azusa,124,Unhealthy for Sensitive Groups,PM2.5,124.1,0.1,Unhealthy (Sensitive)
Germany,Goslar,38,Good,OZONE,38.0,0.0,Good
India,Kankipadu,143,Unhealthy for Sensitive Groups,PM2.5,143.1,0.1,Unhealthy (Sensitive)
Cuba,Encrucijada,35,Good,OZONE,35.0,0.0,Good
Mexico,Trancoso,31,Good,PM2.5,31.0,0.0,Good
Mexico,Ixtepec,66,Moderate,PM2.5,66.0,0.0,Moderate
Italy,Montescaglioso,54,Moderate,PM2.5,54.0,0.0,Moderate
United States of America,West Bend,54,Moderate,PM2.5,54.0,0.0,Moderate
Russian Federation,Zhukovo,39,Good,OZONE,39.0,0.0,Good
Colombia,Puerto Asis,10,Good,PM2.5,9.6,0.4,Good
Germany,Recklinghausen,34,Good,OZONE,34.0,0.0,Good
United States of America,Tigard,47,Good,PM2.5,47.0,0.0,Good
Indonesia,Maumere,60,Moderate,PM2.5,60.0,0.0,Moderate
Armenia,Ijevan,36,Good,OZONE,36.0,0.0,Good
Uruguay,Young,11,Good,OZONE,11.0,0.0,Good
Italy,Mantova,82,Moderate,PM2.5,82.0,0.0,Moderate
Netherlands,Bemmel,43,Good,PM2.5,43.0,0.0,Good
Belgium,Ronse,51,Moderate,PM2.5,51.0,0.0,Moderate
Peru,Huancavelica,10,Good,PM2.5,9.5,0.5,Good
Germany,Eisenberg,46,Good,PM2.5,46.0,0.0,Good
Nigeria,Enugu,170,Unhealthy,PM2.5,170.0,0.0,Unhealthy
United States of America,Enterprise,81,Moderate,PM2.5,81.0,0.0,Moderate
India,Alampur,119,Unhealthy for Sensitive Groups,PM2.5,119.0,0.0,Unhealthy (Sensitive)
Australia,Roebourne,18,Good,OZONE,18.0,0.0,Good
Canada,Collingwood,41,Good,PM2.5,41.0,0.0,Good
Germany,Nuremberg,29,Good,OZONE,29.0,0.0,Good
India,Bari Sadri,167,Unhealthy,PM2.5,167.0,0.0,Unhealthy
Colombia,Florida,51,Moderate,PM2.5,51.0,0.0,Moderate
Philippines,Codcod,58,Moderate,PM2.5,58.0,0.0,Moderate
Germany,Grafing,67,Moderate,OZONE,67.0,0.0,Moderate
United States of America,Ridgewood,52,Moderate,PM2.5,52.0,0.0,Moderate
Japan,Shinshiro,47,Good,OZONE,47.0,0.0,Good
Portugal,Leca Da Palmeira,41,Good,OZONE,41.0,0.0,Good
Russian Federation,Beloretsk,37,Good,OZONE,37.0,0.0,Good
United States of America,Rowlett,54,Moderate,PM2.5,54.0,0.0,Moderate
Pakistan,Ghotki,194,Unhealthy,PM2.5,194.0,0.0,Unhealthy
Philippines,Lipa,93,Moderate,PM2.5,93.0,0.0,Moderate
Thailand,Nang Rong,39,Good,PM2.5,39.0,0.0,Good
India,Sailana,156,Unhealthy,PM2.5,156.0,0.0,Unhealthy
Iran (Islamic Republic of),Sarab,44,Good,PM2.5,44.0,0.0,Good
Philippines,Canlaon,44,Good,PM2.5,44.0,0.0,Good
Thailand,Det Udom,54,Moderate,PM2.5,54.0,0.0,Moderate
India,Katihar,65,Moderate,PM2.5,65.0,0.0,Moderate
Spain,Medina Del Campo,26,Good,OZONE,26.1,0.1,Good
United States of America,River Falls,48,Good,PM2.5,48.0,0.0,Good
Brazil,Picos,16,Good,PM2.5,16.0,0.0,Good
Mexico,Chiautla,62,Moderate,PM2.5,62.0,0.0,Moderate
Sri Lanka,Peliyagoda,71,Moderate,PM2.5,71.0,0.0,Moderate
Peru,Nazca,11,Good,PM2.5,11.0,0.0,Good
Portugal,Evora,40,Good,OZONE,40.0,0.0,Good
Serbia,Nova Varos,68,Moderate,PM2.5,68.0,0.0,Moderate
Italy,Gioia Del Colle,62,Moderate,PM2.5,62.0,0.0,Moderate
Cuba,Jaruco,81,Moderate,PM2.5,81.0,0.0,Moderate
Sri Lanka,Point Pedro,56,Moderate,PM2.5,56.0,0.0,Moderate
Thailand,Pa Sang,22,Good,OZONE,22.0,0.0,Good
Indonesia,Margasari,187,Unhealthy,PM2.5,186.5,0.5,Unhealthy
Nigeria,Malumfashi,94,Moderate,PM2.5,94.0,0.0,Moderate
France,Landerneau,37,Good,OZONE,37.0,0.0,Good
India,Mangaluru,79,Moderate,PM2.5,79.0,0.0,Moderate
Republic of North Macedonia,Bogovinje,60,Moderate,PM2.5,60.0,0.0,Moderate
Peru,La Oroya,11,Good,OZONE,11.0,0.0,Good
Russian Federation,Altayskoye,34,Good,OZONE,34.0,0.0,Good
Germany,Gottingen,55,Moderate,PM2.5,55.0,0.0,Moderate
Italy,San Martino Di Lupari,67,Moderate,PM2.5,67.0,0.0,Moderate
Germany,Engen,46,Good,PM2.5,46.0,0.0,Good
Brazil,Apiai,62,Moderate,PM2.5,62.0,0.0,Moderate
Germany,Ubstadt Weiher,32,Good,PM2.5,32.0,0.0,Good
United States of America,Wright,72,Moderate,PM2.5,72.0,0.0,Moderate
France,Bonneuil,67,Moderate,PM2.5,67.0,0.0,Moderate
Russian Federation,Astrakhan,43,Good,OZONE,43.0,0.0,Good
United States of America,Belvidere,38,Good,OZONE,38.0,0.0,Good
Senegal,Sedhiou,177,Unhealthy,PM2.5,177.0,0.0,Unhealthy
Russian Federation,Snezhnogorsk,32,Good,OZONE,32.0,0.0,Good
India,Ammapettai,63,Moderate,PM2.5,63.0,0.0,Moderate
Serbia,Apatin,69,Moderate,PM2.5,69.0,0.0,Moderate
Poland,Ledziny,102,Unhealthy for Sensitive Groups,PM2.5,102.0,0.0,Unhealthy (Sensitive)
Germany,Viernheim,64,Moderate,PM2.5,64.0,0.0,Moderate
Poland,Monki,59,Moderate,PM2.5,59.0,0.0,Moderate
Greece,Koropion,39,Good,OZONE,39.0,0.0,Good
Iran (Islamic Republic of),Khomeynishahr,155,Unhealthy,PM2.5,155.0,0.0,Unhealthy
Colombia,Dagua,39,Good,PM2.5,39.0,0.0,Good
Japan,Yanai,45,Good,OZONE,45.0,0.0,Good
Sudan,Khartoum,77,Moderate,PM2.5,77.0,0.0,Moderate
Philippines,Pandacaqui,73,Moderate,PM2.5,73.0,0.0,Moderate
Austria,Mistelbach,68,Moderate,PM2.5,68.0,0.0,Moderate
Ukraine,Slavuta,106,Unhealthy for Sensitive Groups,PM2.5,106.0,0.0,Unhealthy (Sensitive)
United States of America,Raymond,48,Good,OZONE,48.0,0.0,Good
Japan,Iiyama,95,Moderate,PM2.5,95.0,0.0,Moderate
United States of America,Lilburn,60,Moderate,PM2.5,60.0,0.0,Moderate
China,Dangtu,181,Unhealthy,PM2.5,181.1,0.1,Unhealthy
India,Sherkot,240,Very Unhealthy,PM2.5,241.2,1.2,Very Unhealthy
,Shcholkine,46,Good,OZONE,46.0,0.0,Good
Saint Lucia,Castries,79,Moderate,PM2.5,79.0,0.0,Moderate
Turkey,Bingol,79,Moderate,PM2.5,79.0,0.0,Moderate
Turkey,Isparta,49,Good,PM2.5,49.0,0.0,Good
China,Hutang,129,Unhealthy for Sensitive Groups,OZONE,128.4,0.6,Unhealthy (Sensitive)
Albania,Vlore,55,Moderate,PM2.5,55.0,0.0,Moderate
India,Supaul,67,Moderate,PM2.5,67.0,0.0,Moderate
China,Laibin,101,Unhealthy for Sensitive Groups,OZONE,101.6,0.6,Unhealthy (Sensitive)
Germany,Cleves,42,Good,PM2.5,42.0,0.0,Good
United States of America,Henderson,52,Moderate,PM2.5,52.0,0.0,Moderate
India,Govindgarh,307,Hazardous,PM2.5,314.3,7.3,Hazardous
Japan,Yachimata,56,Moderate,PM2.5,56.0,0.0,Moderate
Ethiopia,Bure,78,Moderate,PM2.5,78.0,0.0,Moderate
Poland,Mogilno,44,Good,PM2.5,44.0,0.0,Good
China,Changying,153,Unhealthy,OZONE,152.9,0.1,Unhealthy
United States of America,Camarillo,51,Moderate,PM2.5,51.0,0.0,Moderate
Benin,Sakete,70,Moderate,PM2.5,70.0,0.0,Moderate
Nigeria,Jalingo,65,Moderate,PM2.5,65.0,0.0,Moderate
India,Dhuburi,80,Moderate,PM2.5,80.0,0.0,Moderate
South Africa,Cullinan,262,Very Unhealthy,PM2.5,263.3,1.3,Very Unhealthy
Turkey,Demirci,54,Moderate,OZONE,54.0,0.0,Moderate
Germany,Neuenrade,29,Good,PM2.5,29.0,0.0,Good
Poland,Pyrzyce,35,Good,PM2.5,35.0,0.0,Good
India,Saint Thomas Mount,112,Unhealthy for Sensitive Groups,PM2.5,112.0,0.0,Unhealthy (Sensitive)
Belgium,Rixensart,54,Moderate,PM2.5,54.0,0.0,Moderate
France,Annecy,110,Unhealthy for Sensitive Groups,PM2.5,110.0,0.0,Unhealthy (Sensitive)
India,Colgong,78,Moderate,PM2.5,78.0,0.0,Moderate
United States of America,Fall River,57,Moderate,PM2.5,57.0,0.0,Moderate
Netherlands,Heemstede,38,Good,OZONE,38.0,0.0,Good
Italy,Galatina,61,Moderate,OZONE,61.0,0.0,Moderate
Italy,Partinico,59,Moderate,PM2.5,59.0,0.0,Moderate
Cameroon,Kumbo,79,Moderate,PM2.5,79.0,0.0,Moderate
Poland,Drawsko Pomorskie,33,Good,PM2.5,33.0,0.0,Good
Iran (Islamic Republic of),Kangavar,113,Unhealthy for Sensitive Groups,PM2.5,113.0,0.0,Unhealthy (Sensitive)
Philippines,General Mamerto Natividad,95,Moderate,PM2.5,95.0,0.0,Moderate
Pakistan,Nushki,116,Unhealthy for Sensitive Groups,PM2.5,116.4,0.4,Unhealthy (Sensitive)
Malaysia,Parit Raja,89,Moderate,PM2.5,89.0,0.0,Moderate
South Africa,Ermelo,52,Moderate,PM2.5,52.0,0.0,Moderate
France,Saint Malo,40,Good,PM2.5,40.0,0.0,Good
United States of America,Pikesville,53,Moderate,PM2.5,53.0,0.0,Moderate
India,Katwa,151,Unhealthy,OZONE,151.0,0.0,Unhealthy
United States of America,Canby,36,Good,PM2.5,36.0,0.0,Good
Russian Federation,Tavricheskoye,37,Good,OZONE,37.0,0.0,Good
Russian Federation,Kushchevskaya,42,Good,OZONE,42.0,0.0,Good
Mexico,Villahermosa,173,Unhealthy,PM2.5,173.0,0.0,Unhealthy
,Teknaf,61,Moderate,PM2.5,61.0,0.0,Moderate
Russian Federation,Anastasiyevskaya,47,Good,OZONE,47.0,0.0,Good
Poland,Koscierzyna,36,Good,OZONE,36.0,0.0,Good
Russian Federation,Vyazemskiy,32,Good,OZONE,32.0,0.0,Good
Botswana,Bobonong,31,Good,OZONE,31.0,0.0,Good
Brazil,Carandai,52,Moderate,PM2.5,52.0,0.0,Moderate
India,Hyderabad,201,Very Unhealthy,PM2.5,201.0,0.0,Very Unhealthy
Philippines,Cabagan,46,Good,PM2.5,46.0,0.0,Good
Italy,Ramacca,55,Moderate,PM2.5,55.0,0.0,Moderate
Mexico,Nacozari,65,Moderate,PM2.5,65.0,0.0,Moderate
Austria,Klosterneuburg,59,Moderate,PM2.5,59.0,0.0,Moderate
,Bunbury,31,Good,OZONE,31.0,0.0,Good
China,Luohe,161,Unhealthy,OZONE,160.5,0.5,Unhealthy
Spain,Alcazar De San Juan,51,Moderate,PM2.5,51.0,0.0,Moderate
Poland,Milicz,34,Good,PM2.5,34.0,0.0,Good
Indonesia,Ambulu,54,Moderate,PM2.5,54.0,0.0,Moderate
India,Payyannur,68,Moderate,PM2.5,68.0,0.0,Moderate
China,Xingcheng,128,Unhealthy for Sensitive Groups,PM2.5,128.0,0.0,Unhealthy (Sensitive)
Colombia,Armenia,66,Moderate,PM2.5,66.0,0.0,Moderate
United States of America,South Euclid,45,Good,OZONE,45.0,0.0,Good
France,Nancy,63,Moderate,PM2.5,63.0,0.0,Moderate
Ethiopia,Jimma,61,Moderate,PM2.5,61.0,0.0,Moderate
Spain,Ingenio,37,Good,OZONE,37.0,0.0,Good
Brazil,Ubajara,44,Good,PM2.5,44.0,0.0,Good
,Montrose,32,Good,OZONE,32.0,0.0,Good
United States of America,Butler,50,Good,PM2.5,50.0,0.0,Good
Uzbekistan,Urtaaul,150,Unhealthy,PM2.5,150.0,0.0,Unhealthy (Sensitive)
United States of America,Hagerstown,43,Good,OZONE,43.0,0.0,Good
South Africa,Scottsburgh,185,Unhealthy,PM2.5,184.9,0.1,Unhealthy
United States of America,Upland,98,Moderate,PM2.5,98.0,0.0,Moderate
Canada,Oshawa,38,Good,PM2.5,38.0,0.0,Good
,Kochi,84,Moderate,PM2.5,84.0,0.0,Moderate
India,Gurmatkal,96,Moderate,PM2.5,96.0,0.0,Moderate
Russian Federation,Ust Katav,39,Good,OZONE,39.0,0.0,Good
Cyprus,Aradippou,45,Good,OZONE,45.0,0.0,Good
India,Bela,305,Hazardous,PM2.5,315.4,10.4,Hazardous
Italy,Cercola,72,Moderate,OZONE,72.0,0.0,Moderate
Kenya,Molo,60,Moderate,PM2.5,60.0,0.0,Moderate
United States of America,Johnson City,58,Moderate,PM2.5,58.0,0.0,Moderate
Germany,Feucht,64,Moderate,PM2.5,64.0,0.0,Moderate
Poland,Sandomierz,36,Good,PM2.5,36.0,0.0,Good
Cuba,Rodas,87,Moderate,PM2.5,87.0,0.0,Moderate
Germany,Neckargemund,51,Moderate,PM2.5,51.0,0.0,Moderate
Dominican Republic,Bajos De Haina,156,Unhealthy,PM2.5,156.0,0.0,Unhealthy
Brazil,Tupaciguara,33,Good,PM2.5,33.0,0.0,Good
India,Dudhani,81,Moderate,PM2.5,81.0,0.0,Moderate
China,Chiali,108,Unhealthy for Sensitive Groups,OZONE,106.4,1.6,Unhealthy (Sensitive)
India,Sadasivpet,75,Moderate,PM2.5,75.0,0.0,Moderate
United States of America,Ocean Springs,27,Good,OZONE,27.0,0.0,Good
United States of America,Carbondale,84,Moderate,PM2.5,84.0,0.0,Moderate
United States of America,North Olmsted,52,Moderate,PM2.5,52.0,0.0,Moderate
Germany,Erftstadt,54,Moderate,PM2.5,54.0,0.0,Moderate
India,Manihari,188,Unhealthy,PM2.5,188.1,0.1,Unhealthy
United States of America,Claremont,109,Unhealthy for Sensitive Groups,PM2.5,108.8,0.2,Unhealthy (Sensitive)
Russian Federation,Novopavlovsk,39,Good,OZONE,39.0,0.0,Good
Spain,Llanes,32,Good,OZONE,32.0,0.0,Good
Argentina,Alta Gracia,34,Good,OZONE,34.0,0.0,Good
Israel,Azur,75,Moderate,PM2.5,75.0,0.0,Moderate
Germany,Merseburg,64,Moderate,PM2.5,64.0,0.0,Moderate
Brazil,Tamboril,34,Good,PM2.5,34.0,0.0,Good
India,Bilgram,161,Unhealthy,PM2.5,161.0,0.0,Unhealthy
Germany,Ismaning,31,Good,PM2.5,31.0,0.0,Good
Malaysia,Tangkak,107,Unhealthy for Sensitive Groups,PM2.5,107.0,0.0,Unhealthy (Sensitive)
Pakistan,Hala,157,Unhealthy,PM2.5,157.0,0.0,Unhealthy
India,Thiruvarur,70,Moderate,PM2.5,70.0,0.0,Moderate
Panama,Puerto Armuelles,29,Good,OZONE,29.0,0.0,Good
India,Patnagarh,157,Unhealthy,PM2.5,157.0,0.0,Unhealthy
United States of America,Sidney,50,Good,PM2.5,50.0,0.0,Good
Thailand,Bang Pakong,113,Unhealthy for Sensitive Groups,PM2.5,113.0,0.0,Unhealthy (Sensitive)
United States of America,Mount Dora,69,Moderate,PM2.5,69.0,0.0,Moderate
